NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
MELK	null	MELK	maternal embryonic leucine zipper kinase	0.1332297
HERC2P7	null	HERC2P7	hect domain and RLD 2 pseudogene 7	0.13320024
ASB13	null	ASB13	ankyrin repeat and SOCS box-containing 13	0.13316897
KIR3DL2	null	KIR3DL2	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 2	0.13312058
CCDC97	null	CCDC97	coiled-coil domain containing 97	0.13303472
MBTPS2	null	MBTPS2	membrane-bound transcription factor peptidase, site 2	0.13299666
LOC388969	null	LOC388969	-	0.13295428
FLJ22659	null	FLJ22659	-	0.13271615
ESRRB	null	ESRRB	estrogen-related receptor beta	0.13256197
IRGM	null	IRGM	immunity-related GTPase family, M	0.13246754
C17ORF84	null	C17ORF84	chromosome 17 open reading frame 84	0.13235126
TNRC8	null	TNRC8	trinucleotide repeat containing 8	0.13227074
CHRNG	null	CHRNG	cholinergic receptor, nicotinic, gamma	0.1322597
ORC6L	null	ORC6L	origin recognition complex, subunit 6 like (yeast)	0.13222155
SKP1A	null	SKP1A	S-phase kinase-associated protein 1A (p19A)	0.13214418
DUX4 /// DUX3 /// DU	null	null	null	0.13208936
LOC389247	null	LOC389247	-	0.13205232
RLTPR	null	RLTPR	-	0.13202763
SLC17A3	null	SLC17A3	solute carrier family 17 (sodium phosphate), member 3	0.1319315
TAF1A	null	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	0.13180959
MIF	null	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	0.13177508
PTPN13	null	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	0.1317686
TPSAB1	null	TPSAB1	tryptase alpha/beta 1	0.13172983
SDF2	null	SDF2	stromal cell-derived factor 2	0.13168016
LSM7	null	LSM7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	0.13156992
WWC3	null	WWC3	WWC family member 3	0.13136712
CEP63	null	CEP63	centrosomal protein 63kDa	0.13134551
TM9SF3	null	TM9SF3	transmembrane 9 superfamily member 3	0.13133271
TRIM54	null	TRIM54	tripartite motif-containing 54	0.13128771
CCDC70	null	CCDC70	coiled-coil domain containing 70	0.1312614
GNRHR2	null	GNRHR2	gonadotropin-releasing hormone (type 2) receptor 2	0.13119441
LOC643496	null	LOC643496	-	0.13106377
C8ORF50	null	C8ORF50	chromosome 8 open reading frame 50	0.13098085
FLJ20245	null	FLJ20245	-	0.13097644
ZNF694	null	ZNF694	zinc finger protein 694	0.13088825
RNF149	null	RNF149	ring finger protein 149	0.13085067
TNP1	null	TNP1	transition protein 1 (during histone to protamine replacement)	0.13079308
LOC441220	null	LOC441220	-	0.13074937
C11ORF21	null	C11ORF21	chromosome 11 open reading frame 21	0.13069096
HDAC2	null	HDAC2	histone deacetylase 2	0.13047408
CCDC62	null	CCDC62	coiled-coil domain containing 62	0.13042599
TFAP4	null	TFAP4	transcription factor AP-4 (activating enhancer binding protein 4)	0.13027836
HBS1L	null	HBS1L	HBS1-like (S. cerevisiae)	0.1302395
LOC647262 /// LOC647	null	null	null	0.13014868
CUL2	null	CUL2	cullin 2	0.13001873
RAD51L3	null	RAD51L3	RAD51-like 3 (S. cerevisiae)	0.1298614
ZP1	null	ZP1	zona pellucida glycoprotein 1 (sperm receptor)	0.12985042
FAM120A	null	FAM120A	family with sequence similarity 120A	0.12976912
PDZRN3	null	PDZRN3	PDZ domain containing RING finger 3	0.12965731
SPSB4	null	SPSB4	splA/ryanodine receptor domain and SOCS box containing 4	0.12965015
LOC286382	null	LOC286382	-	0.12962402
OR1E1 /// OR1E2	null	null	null	0.12938608
SKAP2	null	SKAP2	src kinase associated phosphoprotein 2	0.1292796
HSPA8	null	HSPA8	heat shock 70kDa protein 8	0.1292209
EIF3S12	null	EIF3S12	eukaryotic translation initiation factor 3, subunit 12	0.1292008
SURF5	null	SURF5	surfeit 5	0.12908852
FAM44C	null	FAM44C	family with sequence similarity 44, member C	0.12904827
SPTBN2	null	SPTBN2	spectrin, beta, non-erythrocytic 2	0.12902641
ALG9	null	ALG9	asparagine-linked glycosylation 9 homolog (S. cerevisiae, alpha- 1,2-mannosyltransferase)	0.12900682
FDPS	null	FDPS	farnesyl diphosphate synthase (farnesyl pyrophosphate synthetase, dimethylallyltranstransferase, geranyltranstransferase)	0.12878953
NUDT4 /// NUDT4P1	null	null	null	0.12878668
UBE2V1	null	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1	0.1285456
NUDT9P1	null	NUDT9P1	nudix (nucleoside diphosphate linked moiety X)-type motif 9 pseudogene 1	0.12851101
MGC35295	null	MGC35295	-	0.1284808
NR4A1	null	NR4A1	nuclear receptor subfamily 4, group A, member 1	0.12839264
PHF5A	null	PHF5A	PHD finger protein 5A	0.12839195
CAPN12	null	CAPN12	calpain 12	0.12839077
PEX12	null	PEX12	peroxisomal biogenesis factor 12	0.12822093
LOC283075	null	LOC283075	-	0.12816463
C8ORF73	null	C8ORF73	chromosome 8 open reading frame 73	0.1280911
ADAMTSL5	null	ADAMTSL5	ADAMTS-like 5	0.12800974
C10ORF122	null	C10ORF122	chromosome 10 open reading frame 122	0.12800315
ZNF395	null	ZNF395	zinc finger protein 395	0.1278877
RFWD2	null	RFWD2	ring finger and WD repeat domain 2	0.12787062
SELE	null	SELE	selectin E (endothelial adhesion molecule 1)	0.12780106
NPR1	null	NPR1	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	0.12772541
LOC158434	null	LOC158434	-	0.12762529
PDRG1	null	PDRG1	p53 and DNA damage regulated 1	0.12750125
RAB7	null	RAB7	RAB7, member RAS oncogene family	0.12746596
PRO1880	null	PRO1880	-	0.12744738
UCRC	null	UCRC	-	0.12739725
SLCO6A1	null	SLCO6A1	solute carrier organic anion transporter family, member 6A1	0.12736474
NANOS2	null	NANOS2	nanos homolog 2 (Drosophila)	0.12735753
ATRX /// LOC642995	null	null	null	0.12732445
GPR107	null	GPR107	G protein-coupled receptor 107	0.12731755
ICOS	null	ICOS	inducible T-cell co-stimulator	0.12720571
C6ORF195	null	C6ORF195	chromosome 6 open reading frame 195	0.1271478
NXPH3	null	NXPH3	neurexophilin 3	0.12709983
DPP6	null	DPP6	dipeptidyl-peptidase 6	0.12709534
LOC146562	null	null	null	0.1267344
ACTR10	null	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	0.12670271
LOC645356 /// LOC651	null	null	null	0.12650776
LPA /// PLG	null	null	null	0.12632291
AMIGO2	null	AMIGO2	adhesion molecule with Ig-like domain 2	0.1261604
LOC283486	null	LOC283486	-	0.12598377
LOC647003	null	null	null	0.12572859
TNRC15	null	TNRC15	trinucleotide repeat containing 15	0.12558657
IVD	null	IVD	isovaleryl Coenzyme A dehydrogenase	0.1255844
SLC7A4	null	SLC7A4	solute carrier family 7 (cationic amino acid transporter, y+ system), member 4	0.12542704
IGF2AS	null	IGF2AS	insulin-like growth factor 2 antisense	0.12528126
FBXO27	null	FBXO27	F-box protein 27	0.12526202
NUDT21	null	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	0.1251202
CROP	null	CROP	-	0.1250143
LOC645321	null	LOC645321	-	0.12500653
LOC145820	null	LOC145820	-	0.12500156
KCNMB3	null	KCNMB3	potassium large conductance calcium-activated channel, subfamily M beta member 3	0.12499689
NUMB	null	NUMB	numb homolog (Drosophila)	0.12493442
TBC1D21	null	TBC1D21	TBC1 domain family, member 21	0.12489949
HIST1H3E	null	HIST1H3E	histone cluster 1, H3e	0.12482145
C3ORF39	null	C3ORF39	chromosome 3 open reading frame 39	0.124662235
NCAPG	null	NCAPG	non-SMC condensin I complex, subunit G	0.12453662
LOC646736 /// LOC649	null	null	null	0.12447786
CTDP1	null	CTDP1	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) phosphatase, subunit 1	0.12441642
LOC338328	null	LOC338328	-	0.12439202
PPM1B	null	PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	0.124276936
GRINA	null	GRINA	glutamate receptor, ionotropic, N-methyl D-asparate-associated protein 1 (glutamate binding)	0.124226205
CRH	null	CRH	corticotropin releasing hormone	0.124221995
LOC646365	null	LOC646365	-	0.12414359
C20ORF50	null	C20ORF50	chromosome 20 open reading frame 50	0.12408746
C21ORF93	null	C21ORF93	chromosome 21 open reading frame 93	0.12403846
CD79B	null	CD79B	CD79b molecule, immunoglobulin-associated beta	0.124005176
NSUN5	null	NSUN5	NOL1/NOP2/Sun domain family, member 5	0.12376631
LRRC14	null	LRRC14	leucine rich repeat containing 14	0.12373494
IFNA7	null	IFNA7	interferon, alpha 7	0.1235999
BTN2A1	null	BTN2A1	butyrophilin, subfamily 2, member A1	0.123561054
APOA5	null	APOA5	apolipoprotein A-V	0.123557456
ARFIP2	null	ARFIP2	ADP-ribosylation factor interacting protein 2 (arfaptin 2)	0.12351587
LOC389895	null	LOC389895	-	0.123435155
AGTPBP1	null	AGTPBP1	ATP/GTP binding protein 1	0.12337387
LTB4R	null	LTB4R	leukotriene B4 receptor	0.123255245
SOD1	null	SOD1	superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult))	0.12322507
CEBPZ	null	CEBPZ	CCAAT/enhancer binding protein zeta	0.12316723
HIST1H2BA	null	HIST1H2BA	histone cluster 1, H2ba	0.12313111
C20ORF160	null	C20ORF160	chromosome 20 open reading frame 160	0.12309241
RP1L1	null	RP1L1	retinitis pigmentosa 1-like 1	0.12308801
RPP14	null	RPP14	ribonuclease P 14kDa subunit	0.123080194
CSN1S1	null	CSN1S1	casein alpha s1	0.1230664
ZNF791	null	ZNF791	zinc finger protein 791	0.12288043
LOC153546	null	LOC153546	-	0.12286025
CYP8B1	null	CYP8B1	cytochrome P450, family 8, subfamily B, polypeptide 1	0.12282165
KIAA1881	null	KIAA1881	KIAA1881	0.12279046
TRIM8	null	TRIM8	tripartite motif-containing 8	0.1227661
MAP3K8	null	MAP3K8	mitogen-activated protein kinase kinase kinase 8	0.12276157
UNC13C	null	UNC13C	unc-13 homolog C (C. elegans)	0.12261751
C1QTNF7	null	C1QTNF7	C1q and tumor necrosis factor related protein 7	0.12259204
LOC439962	null	LOC439962	-	0.12257741
SIGLEC11	null	SIGLEC11	sialic acid binding Ig-like lectin 11	0.12243473
LOC284865	null	LOC284865	-	0.122326
DAD1	null	DAD1	defender against cell death 1	0.122325495
SLC6A18	null	SLC6A18	solute carrier family 6, member 18	0.12231404
MYF6	null	MYF6	myogenic factor 6 (herculin)	0.12230529
PGAM2	null	PGAM2	phosphoglycerate mutase 2 (muscle)	0.122257404
DYSFIP1	null	DYSFIP1	dysferlin interacting protein 1 (toonin)	0.122214146
S100PBP	null	S100PBP	S100P binding protein	0.12216296
LOC644396	null	null	null	0.12215636
KLHL22	null	KLHL22	kelch-like 22 (Drosophila)	0.1221195
GCRG224	null	GCRG224	-	0.12201767
ADAM11	null	ADAM11	ADAM metallopeptidase domain 11	0.12161013
DDX53	null	DDX53	DEAD (Asp-Glu-Ala-Asp) box polypeptide 53	0.1215816
NUP153	null	NUP153	nucleoporin 153kDa	0.12145285
IKBKG	null	IKBKG	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase gamma	0.1214082
SPCS2 /// LOC653566	null	null	null	0.121353924
LOC646372	null	null	null	0.12134769
TRIM13	null	TRIM13	tripartite motif-containing 13	0.12131229
TRAK2	null	TRAK2	trafficking protein, kinesin binding 2	0.12115705
RBPSUHL	null	RBPSUHL	recombining binding protein suppressor of hairless (Drosophila)-like	0.12112724
CCDC67	null	CCDC67	coiled-coil domain containing 67	0.12105747
MRPS15	null	MRPS15	mitochondrial ribosomal protein S15	0.12101594
ACTG1	null	ACTG1	actin, gamma 1	0.120988436
HS3ST4	null	HS3ST4	heparan sulfate (glucosamine) 3-O-sulfotransferase 4	0.120935425
KNTC2	null	KNTC2	kinetochore associated 2	0.12089872
FIZ1	null	FIZ1	FLT3-interacting zinc finger 1	0.12089428
ELL	null	ELL	elongation factor RNA polymerase II	0.1207983
KIF13A	null	KIF13A	kinesin family member 13A	0.12075347
ACTL6A	null	ACTL6A	actin-like 6A	0.12072368
MATN4	null	MATN4	matrilin 4	0.120674595
MCF2	null	MCF2	MCF.2 cell line derived transforming sequence	0.120639764
HDGFL1	null	HDGFL1	hepatoma derived growth factor-like 1	0.12051003
SMAD9	null	SMAD9	SMAD, mothers against DPP homolog 9 (Drosophila)	0.12040268
IPMK	null	IPMK	inositol polyphosphate multikinase	0.12033481
NOLA3	null	NOLA3	nucleolar protein family A, member 3 (H/ACA small nucleolar RNPs)	0.12029229
LOC387647	null	LOC387647	-	0.12028356
IGHM	null	IGHM	immunoglobulin heavy constant mu	0.1202016
ACOT7	null	ACOT7	acyl-CoA thioesterase 7	0.12013782
FBXO34	null	FBXO34	F-box protein 34	0.12013143
SCN7A	null	SCN7A	sodium channel, voltage-gated, type VII, alpha	0.12004446
MRAP	null	MRAP	melanocortin 2 receptor accessory protein	0.1199457
IBSP	null	IBSP	integrin-binding sialoprotein (bone sialoprotein, bone sialoprotein II)	0.11991442
PLP1	null	PLP1	proteolipid protein 1 (Pelizaeus-Merzbacher disease, spastic paraplegia 2, uncomplicated)	0.119852945
CABP1	null	CABP1	calcium binding protein 1 (calbrain)	0.11969548
DPF2	null	DPF2	D4, zinc and double PHD fingers family 2	0.11957561
RAB28	null	RAB28	RAB28, member RAS oncogene family	0.119413435
IL4	null	IL4	interleukin 4	0.11926958
ATG3	null	ATG3	ATG3 autophagy related 3 homolog (S. cerevisiae)	0.11926732
RIBC1	null	RIBC1	RIB43A domain with coiled-coils 1	0.119187415
C8ORF70	null	C8ORF70	chromosome 8 open reading frame 70	0.119023465
CDK2AP2	null	CDK2AP2	CDK2-associated protein 2	0.11893293
AFF4	null	AFF4	AF4/FMR2 family, member 4	0.118828505
LOC440345	null	LOC440345	-	0.11880448
BCORL2	null	BCORL2	BCL6 co-repressor-like 2	0.11876808
SMCR8	null	SMCR8	Smith-Magenis syndrome chromosome region, candidate 8	0.11874702
RNF133	null	RNF133	ring finger protein 133	0.118580736
DKFZP434O0320 /// LO	null	null	null	0.11855216
DCTN6	null	DCTN6	dynactin 6	0.11852102
CHRNA6	null	CHRNA6	cholinergic receptor, nicotinic, alpha 6	0.11851232
NEF3	null	NEF3	neurofilament 3 (150kDa medium)	0.1185042
CDC7	null	CDC7	CDC7 cell division cycle 7 (S. cerevisiae)	0.118476726
MYOC	null	MYOC	myocilin, trabecular meshwork inducible glucocorticoid response	0.11838682
ACVR1	null	ACVR1	activin A receptor, type I	0.11838346
ZNF79	null	ZNF79	zinc finger protein 79	0.11833533
CD300A	null	CD300A	CD300a molecule	0.11829936
FLJ12688	null	FLJ12688	-	0.118283466
SEPT2	null	SEPT2	septin 2	0.11826448
MATN1	null	MATN1	matrilin 1, cartilage matrix protein	0.11824947
RPS6KA6	null	RPS6KA6	ribosomal protein S6 kinase, 90kDa, polypeptide 6	0.1180525
MUTYH	null	MUTYH	mutY homolog (E. coli)	0.11795849
LOC285193	null	LOC285193	-	0.11784925
CGI-09	null	CGI-09	-	0.11784113
MAN1C1	null	MAN1C1	mannosidase, alpha, class 1C, member 1	0.11778718
ZNF7	null	ZNF7	zinc finger protein 7	0.11771879
C1ORF151	null	C1ORF151	chromosome 1 open reading frame 151	0.117709644
SRP68	null	SRP68	signal recognition particle 68kDa	0.117666185
DOK2	null	DOK2	docking protein 2, 56kDa	0.11764209
CRI2	null	CRI2	CREBBP/EP300 inhibitor 2	0.117639326
LOC115648	null	null	null	0.117513515
RPLP1	null	RPLP1	ribosomal protein, large, P1	0.1174992
ATAD3B /// LOC654161	null	null	null	0.117410846
GRIK3	null	GRIK3	glutamate receptor, ionotropic, kainate 3	0.11738426
PCDHGB7	null	PCDHGB7	protocadherin gamma subfamily B, 7	0.117314994
SLC39A9	null	SLC39A9	solute carrier family 39 (zinc transporter), member 9	0.117206074
SCGB1C1	null	SCGB1C1	secretoglobin, family 1C, member 1	0.1169418
ASMT	null	ASMT	acetylserotonin O-methyltransferase	0.11691943
ADRA1D	null	ADRA1D	adrenergic, alpha-1D-, receptor	0.11682909
ACOT12	null	ACOT12	acyl-CoA thioesterase 12	0.116719455
ADAM20	null	ADAM20	ADAM metallopeptidase domain 20	0.11670787
SLC6A19	null	SLC6A19	solute carrier family 6 (neutral amino acid transporter), member 19	0.11669987
GPC6	null	GPC6	glypican 6	0.11657677
LSM14A	null	LSM14A	LSM14 homolog A (SCD6, S. cerevisiae)	0.11652324
RPL3 /// LOC653881	null	null	null	0.116514646
SSTR3	null	SSTR3	somatostatin receptor 3	0.11650557
RNASEH2B	null	RNASEH2B	ribonuclease H2, subunit B	0.11632778
ZNF409	null	ZNF409	zinc finger protein 409	0.11624301
FAM50B	null	FAM50B	family with sequence similarity 50, member B	0.11605948
CACNG7	null	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	0.1160588
TRBV21-1 /// TRBV19	null	null	null	0.11581082
CSHL1	null	CSHL1	chorionic somatomammotropin hormone-like 1	0.1157054
PAX1	null	PAX1	paired box gene 1	0.11564745
KCNJ14	null	KCNJ14	potassium inwardly-rectifying channel, subfamily J, member 14	0.115568854
GALP	null	GALP	-	0.115505256
SLC22A7	null	SLC22A7	solute carrier family 22 (organic anion transporter), member 7	0.11530452
DEFB106A	null	DEFB106A	defensin, beta 106A	0.11529289
FOXO3A	null	FOXO3A	forkhead box O3A	0.11513333
ZNF623	null	ZNF623	zinc finger protein 623	0.11511038
NSUN2	null	NSUN2	NOL1/NOP2/Sun domain family, member 2	0.11507492
LOC285281	null	LOC285281	-	0.114966504
CLEC14A	null	CLEC14A	C-type lectin domain family 14, member A	0.11493272
WDR1	null	WDR1	WD repeat domain 1	0.11487462
BTLA	null	BTLA	B and T lymphocyte associated	0.1147895
ADAM3A	null	ADAM3A	ADAM metallopeptidase domain 3a (cyritestin 1)	0.11476841
PRM2	null	PRM2	protamine 2	0.11473194
LOC283624	null	LOC283624	-	0.11464928
PLEKHG5	null	PLEKHG5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	0.11455226
PIK3R5	null	PIK3R5	phosphoinositide-3-kinase, regulatory subunit 5, p101	0.11449727
KIAA0133	null	KIAA0133	KIAA0133	0.11444836
CDC42BPG	null	CDC42BPG	CDC42 binding protein kinase gamma (DMPK-like)	0.114311606
RP11-93B10.1	null	RP11-93B10.1	-	0.114279315
TFIP11	null	TFIP11	tuftelin interacting protein 11	0.11419645
WDR55	null	WDR55	WD repeat domain 55	0.11410318
NEDD9	null	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	0.114061825
TRH	null	TRH	thyrotropin-releasing hormone	0.11396486
GRIN3B	null	GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	0.11387462
KIAA1627	null	KIAA1627	-	0.113805614
LOC400794	null	LOC400794	-	0.11376779
FLJ10661	null	FLJ10661	-	0.11367361
LOC90355	null	null	null	0.11353287
VDAC1	null	VDAC1	voltage-dependent anion channel 1	0.11349859
LOC642423 /// LOC643	null	null	null	0.11332668
ARG1	null	ARG1	arginase, liver	0.113307975
H1FOO	null	H1FOO	H1 histone family, member O, oocyte-specific	0.11323199
SSNA1	null	SSNA1	Sjogren's syndrome nuclear autoantigen 1	0.11293474
SAMD10	null	SAMD10	sterile alpha motif domain containing 10	0.11293114
ANKHD1 /// MASK-BP3	null	null	null	0.112857
MGC4268	null	MGC4268	-	0.11283164
LOC153561 /// LOC643	null	null	null	0.11273579
POLM	null	POLM	polymerase (DNA directed), mu	0.11265303
LOC283482	null	LOC283482	-	0.112614535
LOC144776	null	LOC144776	-	0.11246279
RPL23A	null	RPL23A	ribosomal protein L23a	0.11231831
ZD77D08	null	ZD77D08	-	0.1122885
PHACS	null	PHACS	-	0.11223936
RSC1A1	null	RSC1A1	regulatory solute carrier protein, family 1, member 1	0.112176545
EIF5B	null	EIF5B	eukaryotic translation initiation factor 5B	0.11187028
AKAP9	null	AKAP9	A kinase (PRKA) anchor protein (yotiao) 9	0.11184898
RP5-1153D9.3	null	RP5-1153D9.3	-	0.11177116
TKTL2	null	TKTL2	transketolase-like 2	0.11164587
NBLA00301	null	NBLA00301	-	0.11163883
ATP8A2	null	ATP8A2	ATPase, aminophospholipid transporter-like, Class I, type 8A, member 2	0.11155147
NALP11	null	NALP11	NACHT, leucine rich repeat and PYD containing 11	0.11153313
NAPSA	null	NAPSA	napsin A aspartic peptidase	0.11148007
SBDS /// SBDSP	null	null	null	0.111198045
DNAH6	null	DNAH6	dynein, axonemal, heavy chain 6	0.1109802
TRPC7	null	TRPC7	transient receptor potential cation channel, subfamily C, member 7	0.11095296
CYP11B1	null	CYP11B1	cytochrome P450, family 11, subfamily B, polypeptide 1	0.110923834
KARCA1	null	KARCA1	-	0.11089429
HSD17B7	null	HSD17B7	hydroxysteroid (17-beta) dehydrogenase 7	0.11087159
GPR82	null	GPR82	G protein-coupled receptor 82	0.11081617
API5	null	API5	apoptosis inhibitor 5	0.11078544
SSU72	null	SSU72	SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae)	0.11071186
TXNDC2 /// LOC649622	null	null	null	0.110618
FLJ39743	null	FLJ39743	-	0.110463865
PLXNB3	null	PLXNB3	plexin B3	0.1103265
C2ORF28	null	C2ORF28	chromosome 2 open reading frame 28	0.110279694
LOC133308	null	LOC133308	-	0.11018777
NECAP2	null	NECAP2	NECAP endocytosis associated 2	0.11013317
LOC285927	null	LOC285927	-	0.11000601
RPS14	null	RPS14	ribosomal protein S14	0.1099698
BMP6	null	BMP6	bone morphogenetic protein 6	0.10983686
C11ORF37	null	C11ORF37	chromosome 11 open reading frame 37	0.10973934
DRD5	null	DRD5	dopamine receptor D5	0.10973749
EEF1A1	null	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	0.1095489
HUS1B	null	HUS1B	HUS1 checkpoint homolog b (S. pombe)	0.10950844
GALR1	null	GALR1	galanin receptor 1	0.10949579
ADRB3	null	ADRB3	adrenergic, beta-3-, receptor	0.10948664
TTTY2	null	TTTY2	testis-specific transcript, Y-linked 2	0.1094023
CLPP	null	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	0.10940063
FLJ37638	null	FLJ37638	-	0.10939856
FLJ36180	null	FLJ36180	-	0.10939699
GUCA2B	null	GUCA2B	guanylate cyclase activator 2B (uroguanylin)	0.10928273
PROSC	null	PROSC	proline synthetase co-transcribed homolog (bacterial)	0.10920502
HMGCR	null	HMGCR	3-hydroxy-3-methylglutaryl-Coenzyme A reductase	0.10910774
CNBD1	null	CNBD1	cyclic nucleotide binding domain containing 1	0.10902865
RFPL3	null	RFPL3	ret finger protein-like 3	0.10896781
ZNF663	null	ZNF663	zinc finger protein 663	0.10891065
DUT	null	DUT	dUTP pyrophosphatase	0.108783066
LARS2	null	LARS2	leucyl-tRNA synthetase 2, mitochondrial	0.1085092
BCNP1	null	BCNP1	-	0.10850057
TTC15	null	TTC15	tetratricopeptide repeat domain 15	0.10806894
CCPG1	null	CCPG1	cell cycle progression 1	0.10806562
PPP1R10	null	PPP1R10	protein phosphatase 1, regulatory subunit 10	0.10802653
P2RX1	null	P2RX1	purinergic receptor P2X, ligand-gated ion channel, 1	0.10796894
ABCG8	null	ABCG8	ATP-binding cassette, sub-family G (WHITE), member 8 (sterolin 2)	0.107834004
TOP2A	null	TOP2A	topoisomerase (DNA) II alpha 170kDa	0.10769412
FLJ10324	null	FLJ10324	-	0.10752673
LOC645367	null	LOC645367	-	0.10746094
IL17RA	null	IL17RA	interleukin 17 receptor A	0.10738074
TNFSF8	null	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	0.10731467
LOC644963	null	null	null	0.10726292
CDC73	null	CDC73	cell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	0.107134126
ATP5A1	null	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	0.10710294
PTPN11	null	PTPN11	protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	0.10705342
CXORF40B	null	CXORF40B	chromosome X open reading frame 40B	0.107036754
LOC152225	null	LOC152225	-	0.10699754
MAP4K4	null	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	0.10699658
LOC644714	null	LOC644714	-	0.10690198
DACH2	null	DACH2	dachshund homolog 2 (Drosophila)	0.106837474
PCDHB12	null	PCDHB12	protocadherin beta 12	0.10681232
CRYGB	null	CRYGB	crystallin, gamma B	0.106794655
CPOX	null	CPOX	coproporphyrinogen oxidase	0.10675448
HOXA6	null	HOXA6	homeobox A6	0.10669674
UBE2M	null	UBE2M	ubiquitin-conjugating enzyme E2M (UBC12 homolog, yeast)	0.10663201
FLJ44968	null	FLJ44968	-	0.10658375
ELAVL1	null	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	0.10599459
RPS16	null	RPS16	ribosomal protein S16	0.10569307
VENTX	null	VENTX	VENT homeobox homolog (Xenopus laevis)	0.10564316
C20ORF132	null	C20ORF132	chromosome 20 open reading frame 132	0.105528966
RND2	null	RND2	Rho family GTPase 2	0.1046707
SLC22A17	null	SLC22A17	solute carrier family 22 (organic cation transporter), member 17	0.104660116
UCHL3	null	UCHL3	ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)	0.1046312
BRPF3	null	BRPF3	bromodomain and PHD finger containing, 3	0.10462445
LOC643373 /// LOC653	null	null	null	0.10441733
NUDT4P1	null	NUDT4P1	nudix (nucleoside diphosphate linked moiety X)-type motif 4 pseudogene 1	0.10440513
TAAR8	null	TAAR8	trace amine associated receptor 8	0.10435782
HNRPU	null	HNRPU	heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A)	0.10420769
LOC147711	null	LOC147711	-	0.104078345
LRRC7	null	LRRC7	leucine rich repeat containing 7	0.10407043
SUDS3	null	SUDS3	suppressor of defective silencing 3 homolog (S. cerevisiae)	0.103972085
LOC219854	null	LOC219854	-	0.103633516
LOC654841	null	LOC654841	-	0.1035075
LRP5L	null	LRP5L	low density lipoprotein receptor-related protein 5-like	0.10344298
C2ORF27	null	C2ORF27	chromosome 2 open reading frame 27	0.103407286
LASS4	null	LASS4	LAG1 homolog, ceramide synthase 4 (S. cerevisiae)	0.10329901
HTATIP	null	HTATIP	HIV-1 Tat interacting protein, 60kDa	0.10327592
FIGLA	null	FIGLA	folliculogenesis specific basic helix-loop-helix	0.103275634
TNPO3	null	TNPO3	transportin 3	0.10321164
VDAC2	null	VDAC2	voltage-dependent anion channel 2	0.103210784
C15ORF33	null	C15ORF33	chromosome 15 open reading frame 33	0.10313944
ACSM2	null	ACSM2	acyl-CoA synthetase medium-chain family member 2	0.102949284
IQCH	null	IQCH	IQ motif containing H	0.10294216
KRTAP2-4 /// LOC6443	null	null	null	0.10286946
LOC284952	null	LOC284952	-	0.10271523
DC2	null	DC2	-	0.10266218
MBNL1	null	MBNL1	muscleblind-like (Drosophila)	0.10253922
B3GNT1	null	B3GNT1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 1	0.102534756
OGFOD1	null	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1	0.10240123
EMX2OS	null	EMX2OS	empty spiracles homolog 2 (Drosophila) opposite strand	0.102278076
S100P	null	S100P	S100 calcium binding protein P	0.1022737
FLJ20712	null	FLJ20712	-	0.10218822
DEDD2	null	DEDD2	death effector domain containing 2	0.10209445
HIGD1A	null	HIGD1A	HIG1 domain family, member 1A	0.10208085
C22ORF15	null	C22ORF15	chromosome 22 open reading frame 15	0.10205804
