NAME	DESCRIPTION	GENE_SYMBOL	GENE_TITLE	SCORE
SLK	null	SLK	STE20-like kinase (yeast)	-0.43164065
LOC150271	null	null	null	-0.43173134
LOC650293	null	LOC650293	-	-0.43188894
H2BFM	null	H2BFM	H2B histone family, member M	-0.4319624
FLJ40244	null	FLJ40244	-	-0.43196717
C11ORF64	null	C11ORF64	chromosome 11 open reading frame 64	-0.43200326
AHSA1	null	AHSA1	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	-0.43211022
CYP2A6	null	CYP2A6	cytochrome P450, family 2, subfamily A, polypeptide 6	-0.43211436
OR51M1	null	OR51M1	olfactory receptor, family 51, subfamily M, member 1	-0.43215507
GTPBP8	null	GTPBP8	GTP-binding protein 8 (putative)	-0.43216246
SRPK1	null	SRPK1	SFRS protein kinase 1	-0.43223053
PROZ	null	PROZ	protein Z, vitamin K-dependent plasma glycoprotein	-0.43225178
LOC439962	null	LOC439962	-	-0.43231335
CACNG8	null	CACNG8	calcium channel, voltage-dependent, gamma subunit 8	-0.43245113
LOC643693	null	null	null	-0.43261614
NOD3	null	NOD3	-	-0.43271083
ABHD1	null	ABHD1	abhydrolase domain containing 1	-0.4327556
PSG3	null	PSG3	pregnancy specific beta-1-glycoprotein 3	-0.4330049
DSCR10	null	DSCR10	Down syndrome critical region gene 10	-0.43314385
C15ORF45	null	C15ORF45	chromosome 15 open reading frame 45	-0.433195
DVL1	null	DVL1	dishevelled, dsh homolog 1 (Drosophila)	-0.43320635
OR10H2	null	OR10H2	olfactory receptor, family 10, subfamily H, member 2	-0.43329796
LOC644997	null	LOC644997	-	-0.43337288
ACSM1	null	ACSM1	acyl-CoA synthetase medium-chain family member 1	-0.43343502
LOC286068	null	LOC286068	-	-0.43351534
BPNT1	null	BPNT1	3'(2'), 5'-bisphosphate nucleotidase 1	-0.4337167
FLJ39005	null	FLJ39005	-	-0.43374565
C7	null	C7	complement component 7	-0.43390644
SDCCAG10	null	SDCCAG10	serologically defined colon cancer antigen 10	-0.4339512
LOC645710	null	null	null	-0.43396607
COPB1	null	COPB1	coatomer protein complex, subunit beta 1	-0.43407962
GABRG2	null	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2	-0.4341317
SEMA4G	null	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	-0.43421316
SLC25A31	null	SLC25A31	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	-0.43431604
NPHP1	null	NPHP1	nephronophthisis 1 (juvenile)	-0.43439555
NAT8	null	NAT8	N-acetyltransferase 8 (camello like)	-0.4344438
CR1 /// CR1L /// LOC	null	null	null	-0.43455565
LOC645591	null	LOC645591	-	-0.43465918
CAPN10	null	CAPN10	calpain 10	-0.4346761
GPR155	null	GPR155	G protein-coupled receptor 155	-0.43476054
PSKH2	null	PSKH2	protein serine kinase H2	-0.43497893
SPRR2G	null	SPRR2G	small proline-rich protein 2G	-0.43505365
WNT8B	null	WNT8B	wingless-type MMTV integration site family, member 8B	-0.43513602
CCDC108	null	CCDC108	coiled-coil domain containing 108	-0.43514803
GYPB /// GYPE	null	null	null	-0.43532535
KIAA1683	null	KIAA1683	KIAA1683	-0.43535104
SF3B14	null	SF3B14	-	-0.43537503
KIAA1529	null	KIAA1529	KIAA1529	-0.43542325
DNAH11	null	DNAH11	dynein, axonemal, heavy chain 11	-0.43550044
CDY1 /// CDY1B	null	null	null	-0.43556124
DKFZP434O047	null	DKFZP434O047	-	-0.4357689
EFCBP1	null	EFCBP1	EF-hand calcium binding protein 1	-0.43599278
PDCD2L	null	PDCD2L	programmed cell death 2-like	-0.43623194
FRAP1	null	FRAP1	FK506 binding protein 12-rapamycin associated protein 1	-0.4362653
HAND1	null	HAND1	heart and neural crest derivatives expressed 1	-0.43632632
TTLL12	null	TTLL12	tubulin tyrosine ligase-like family, member 12	-0.4365663
FAM77D	null	FAM77D	family with sequence similarity 77, member D	-0.43670666
LOC134147	null	null	null	-0.43679705
AGRP	null	AGRP	agouti related protein homolog (mouse)	-0.4368207
RP4-724E16.2	null	RP4-724E16.2	-	-0.43689415
LOC643640	null	null	null	-0.43716753
GCM2	null	GCM2	glial cells missing homolog 2 (Drosophila)	-0.43716872
FLJ42418	null	FLJ42418	-	-0.43719336
ATN1	null	ATN1	atrophin 1	-0.43747893
CHFR	null	CHFR	checkpoint with forkhead and ring finger domains	-0.43751588
PIP5K2A	null	PIP5K2A	phosphatidylinositol-4-phosphate 5-kinase, type II, alpha	-0.4375287
GAL3ST2	null	GAL3ST2	galactose-3-O-sulfotransferase 2	-0.43759298
OSMR	null	OSMR	oncostatin M receptor	-0.43774375
IFNAR2	null	IFNAR2	interferon (alpha, beta and omega) receptor 2	-0.43779528
TMEM91	null	TMEM91	transmembrane protein 91	-0.4378597
SCO1	null	SCO1	SCO cytochrome oxidase deficient homolog 1 (yeast)	-0.43788844
C20ORF62	null	C20ORF62	chromosome 20 open reading frame 62	-0.43789586
NYD-SP18	null	NYD-SP18	-	-0.4379265
LOC286299	null	LOC286299	-	-0.43793344
PLEK	null	PLEK	pleckstrin	-0.43800512
PSMD4	null	PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	-0.4380713
LOC221710	null	LOC221710	-	-0.43813962
FLJ31713	null	FLJ31713	-	-0.438377
SFRS14	null	SFRS14	splicing factor, arginine/serine-rich 14	-0.4384904
ZNF37A /// ZNF37B	null	null	null	-0.43863234
LOC219731	null	LOC219731	-	-0.4386502
FLJ33534	null	FLJ33534	-	-0.43871891
LOC642372	null	null	null	-0.43877095
PSMB10	null	PSMB10	proteasome (prosome, macropain) subunit, beta type, 10	-0.4387887
SUCLG1	null	SUCLG1	succinate-CoA ligase, GDP-forming, alpha subunit	-0.43891242
GABRA4	null	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	-0.43895298
SUOX	null	SUOX	sulfite oxidase	-0.43906203
PRO1268	null	PRO1268	-	-0.43908948
SERTAD3	null	SERTAD3	SERTA domain containing 3	-0.43914264
LYAR	null	LYAR	-	-0.439172
FTCD	null	FTCD	formiminotransferase cyclodeaminase	-0.439252
CYGB	null	CYGB	cytoglobin	-0.43926877
SLC18A3	null	SLC18A3	solute carrier family 18 (vesicular acetylcholine), member 3	-0.4395697
XLKD1	null	XLKD1	extracellular link domain containing 1	-0.4395986
WDR77	null	WDR77	WD repeat domain 77	-0.4396445
FLJ13224	null	FLJ13224	-	-0.43964875
IL1F7	null	IL1F7	interleukin 1 family, member 7 (zeta)	-0.43968672
JARID1A	null	JARID1A	jumonji, AT rich interactive domain 1A	-0.4397256
LOC641951 /// LOC646	null	null	null	-0.4397763
CECR1	null	CECR1	cat eye syndrome chromosome region, candidate 1	-0.43978593
GPR31	null	GPR31	G protein-coupled receptor 31	-0.43990076
OR1F1	null	OR1F1	olfactory receptor, family 1, subfamily F, member 1	-0.44001827
IL5RA	null	IL5RA	interleukin 5 receptor, alpha	-0.44005415
RNF122	null	RNF122	ring finger protein 122	-0.44010112
LOC400654	null	LOC400654	-	-0.4401085
UNC13B	null	UNC13B	unc-13 homolog B (C. elegans)	-0.44015452
ADRM1	null	ADRM1	adhesion regulating molecule 1	-0.4402665
C1QC	null	C1QC	complement component 1, q subcomponent, C chain	-0.44032463
SLC2A5	null	SLC2A5	solute carrier family 2 (facilitated glucose/fructose transporter), member 5	-0.44032785
OCRL	null	OCRL	oculocerebrorenal syndrome of Lowe	-0.44037604
LOC645953	null	null	null	-0.44037783
HHLA2	null	HHLA2	HERV-H LTR-associating 2	-0.44048682
FCGR1A	null	FCGR1A	Fc fragment of IgG, high affinity Ia, receptor (CD64)	-0.44058135
TBC1D17	null	TBC1D17	TBC1 domain family, member 17	-0.44072327
GLTSCR1	null	GLTSCR1	glioma tumor suppressor candidate region gene 1	-0.44080323
SLC11A1	null	SLC11A1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	-0.44084972
MFAP1	null	MFAP1	microfibrillar-associated protein 1	-0.4408993
COMMD7	null	COMMD7	COMM domain containing 7	-0.44091204
CEND1	null	CEND1	cell cycle exit and neuronal differentiation 1	-0.4410527
ADAM7	null	ADAM7	ADAM metallopeptidase domain 7	-0.44117394
SURB7	null	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	-0.44120815
LOC401629 /// LOC401	null	null	null	-0.44130632
TPI1	null	TPI1	triosephosphate isomerase 1	-0.4413343
C1QA	null	C1QA	complement component 1, q subcomponent, A chain	-0.4413587
LOC145899	null	LOC145899	-	-0.44156343
C20ORF103	null	C20ORF103	chromosome 20 open reading frame 103	-0.44175762
RP5-1153D9.3	null	RP5-1153D9.3	-	-0.44179818
CALR3	null	CALR3	calreticulin 3	-0.44182006
LOC284395	null	LOC284395	-	-0.44202822
MINK1	null	MINK1	misshapen-like kinase 1 (zebrafish)	-0.44220966
F2	null	F2	coagulation factor II (thrombin)	-0.4422552
BCL6B	null	BCL6B	B-cell CLL/lymphoma 6, member B (zinc finger protein)	-0.44234297
CASP12	null	CASP12	caspase 12	-0.4424635
DKFZP564N2472	null	DKFZP564N2472	-	-0.44253862
FLJ39582	null	FLJ39582	-	-0.4426133
UBL3	null	UBL3	ubiquitin-like 3	-0.442628
FLJ34047	null	FLJ34047	-	-0.44272536
LOC284100	null	LOC284100	-	-0.44275096
PTPRJ	null	PTPRJ	protein tyrosine phosphatase, receptor type, J	-0.44276717
SEC22C	null	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	-0.44278577
TLR7	null	TLR7	toll-like receptor 7	-0.4428511
HIGD1A	null	HIGD1A	HIG1 domain family, member 1A	-0.4428911
LOC339894	null	LOC339894	-	-0.4430569
MCF2	null	MCF2	MCF.2 cell line derived transforming sequence	-0.44342694
LRRC21	null	LRRC21	leucine rich repeat containing 21	-0.44358602
CXORF12	null	CXORF12	chromosome X open reading frame 12	-0.4437044
LOC284260	null	LOC284260	-	-0.44377315
BIVM	null	BIVM	basic, immunoglobulin-like variable motif containing	-0.4438009
FLJ14311	null	FLJ14311	-	-0.4442262
THEG	null	THEG	Theg homolog (mouse)	-0.44436607
FRMPD1	null	FRMPD1	FERM and PDZ domain containing 1	-0.44440597
ELP4	null	ELP4	elongation protein 4 homolog (S. cerevisiae)	-0.4447252
GLRA3	null	GLRA3	glycine receptor, alpha 3	-0.4447356
LOC145663	null	LOC145663	-	-0.44477686
CRSP2	null	CRSP2	cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa	-0.44497198
SLC35F4	null	SLC35F4	solute carrier family 35, member F4	-0.444972
MGC14327 /// LOC6533	null	null	null	-0.4450149
PENK	null	PENK	proenkephalin	-0.44504195
KCTD19	null	KCTD19	potassium channel tetramerisation domain containing 19	-0.44520572
KIAA0141	null	KIAA0141	KIAA0141	-0.44521594
GJB4	null	GJB4	gap junction protein, beta 4 (connexin 30.3)	-0.4452219
TTTY8	null	TTTY8	testis-specific transcript, Y-linked 8	-0.445273
EWSR1	null	EWSR1	Ewing sarcoma breakpoint region 1	-0.4455304
PILRA	null	PILRA	paired immunoglobin-like type 2 receptor alpha	-0.44570014
MON1B	null	MON1B	MON1 homolog B (yeast)	-0.44589445
LOC116412	null	LOC116412	-	-0.44590664
ARRDC2	null	ARRDC2	arrestin domain containing 2	-0.44592118
GSH1	null	GSH1	GS homeobox 1	-0.44593826
PRKACG	null	PRKACG	protein kinase, cAMP-dependent, catalytic, gamma	-0.4459995
RPS6	null	RPS6	ribosomal protein S6	-0.44612733
CENTB2	null	CENTB2	centaurin, beta 2	-0.44620454
IMP5	null	IMP5	-	-0.446331
ADIPOR2	null	ADIPOR2	adiponectin receptor 2	-0.44637033
LOC146325	null	LOC146325	-	-0.4466315
CD180	null	CD180	CD180 molecule	-0.44671175
LOC283849	null	null	null	-0.44672593
LOC644951	null	null	null	-0.44682637
MGC61598	null	MGC61598	-	-0.44683477
N4BP2	null	N4BP2	-	-0.44685385
COX6B1	null	COX6B1	cytochrome c oxidase subunit Vib polypeptide 1 (ubiquitous)	-0.4468601
PARN	null	PARN	poly(A)-specific ribonuclease (deadenylation nuclease)	-0.44686037
TAKR	null	TAKR	-	-0.44690058
ELMO3	null	ELMO3	engulfment and cell motility 3	-0.44725743
FASLG	null	FASLG	Fas ligand (TNF superfamily, member 6)	-0.44747722
CNR1	null	CNR1	cannabinoid receptor 1 (brain)	-0.44769135
CCDC34	null	CCDC34	coiled-coil domain containing 34	-0.44775948
LOC285577	null	LOC285577	-	-0.44776025
DPP3	null	DPP3	dipeptidyl-peptidase 3	-0.44776675
LMAN2	null	LMAN2	lectin, mannose-binding 2	-0.4478334
MEGF9	null	MEGF9	multiple EGF-like-domains 9	-0.44787383
TH1L	null	TH1L	TH1-like (Drosophila)	-0.44814372
ACTL7B	null	ACTL7B	actin-like 7B	-0.44845912
KCNMB2	null	KCNMB2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	-0.4485167
C1ORF168	null	C1ORF168	chromosome 1 open reading frame 168	-0.4485521
LOC650195	null	null	null	-0.44868988
DNASE2	null	DNASE2	deoxyribonuclease II, lysosomal	-0.44869888
PPP2CB	null	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	-0.4487026
FLJ34931	null	FLJ34931	-	-0.44897452
STK10	null	STK10	serine/threonine kinase 10	-0.4492394
LOC644347	null	null	null	-0.4492731
PRPS1L1	null	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1	-0.449306
TPSAB1	null	TPSAB1	tryptase alpha/beta 1	-0.4493542
TCF25	null	TCF25	transcription factor 25 (basic helix-loop-helix)	-0.44946575
HBG1 /// HBG2	null	null	null	-0.4496012
KRTAP3-3 /// LOC6444	null	null	null	-0.4498923
CDH26	null	CDH26	cadherin-like 26	-0.449904
LOC286359	null	LOC286359	-	-0.45000598
TP73L	null	TP73L	tumor protein p73-like	-0.45001152
WNT11	null	WNT11	wingless-type MMTV integration site family, member 11	-0.450255
FRMPD3	null	FRMPD3	FERM and PDZ domain containing 3	-0.45027986
C3ORF24	null	C3ORF24	chromosome 3 open reading frame 24	-0.45037758
MEOX2	null	MEOX2	mesenchyme homeobox 2	-0.45049685
FLJ37638	null	FLJ37638	-	-0.45057186
TFRC	null	TFRC	transferrin receptor (p90, CD71)	-0.45062935
VMD2	null	VMD2	vitelliform macular dystrophy 2 (Best disease, bestrophin)	-0.45063007
CC2D1B	null	CC2D1B	coiled-coil and C2 domain containing 1B	-0.45078844
KLF1	null	KLF1	Kruppel-like factor 1 (erythroid)	-0.45081493
AQP7	null	AQP7	aquaporin 7	-0.45127612
TCL1A	null	TCL1A	T-cell leukemia/lymphoma 1A	-0.45129612
MAGEB4	null	MAGEB4	melanoma antigen family B, 4	-0.4513474
ZADH1	null	ZADH1	zinc binding alcohol dehydrogenase, domain containing 1	-0.45138317
IKIP	null	IKIP	-	-0.4513955
LOC644134	null	null	null	-0.45163605
ODF4	null	ODF4	outer dense fiber of sperm tails 4	-0.4516952
KRT33B	null	KRT33B	keratin 33B	-0.4517483
GDNF	null	GDNF	glial cell derived neurotrophic factor	-0.4518448
C6ORF10	null	C6ORF10	chromosome 6 open reading frame 10	-0.4518458
ADIPOQ	null	ADIPOQ	adiponectin, C1Q and collagen domain containing	-0.45216376
ATP2B3	null	ATP2B3	ATPase, Ca++ transporting, plasma membrane 3	-0.45217025
DNAJC5	null	DNAJC5	DnaJ (Hsp40) homolog, subfamily C, member 5	-0.45226416
C21ORF90	null	C21ORF90	chromosome 21 open reading frame 90	-0.45228806
LOC129607	null	LOC129607	-	-0.45239034
A4GNT	null	A4GNT	alpha-1,4-N-acetylglucosaminyltransferase	-0.4524243
PPTC7	null	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	-0.45261526
C16ORF28	null	C16ORF28	chromosome 16 open reading frame 28	-0.45270395
ERCC3	null	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	-0.45279026
SAT1	null	SAT1	spermidine/spermine N1-acetyltransferase 1	-0.4528014
OR10D1P	null	OR10D1P	olfactory receptor, family 10, subfamily D, member 1 pseudogene	-0.45282218
DHX33	null	DHX33	DEAH (Asp-Glu-Ala-His) box polypeptide 33	-0.4528965
RPL5 /// SNORA66 ///	null	null	null	-0.4530416
FLRT1	null	FLRT1	fibronectin leucine rich transmembrane protein 1	-0.45311803
ZNF740	null	ZNF740	zinc finger protein 740	-0.45314306
PSD2	null	PSD2	pleckstrin and Sec7 domain containing 2	-0.4531596
CLONE795723	null	CLONE795723	-	-0.45320886
HMCN2	null	HMCN2	hemicentin 2	-0.45328534
TCP10	null	TCP10	t-complex 10 (mouse)	-0.45328787
CCDC13	null	CCDC13	coiled-coil domain containing 13	-0.4534016
SH2B3	null	SH2B3	SH2B adaptor protein 3	-0.4534317
RETSAT	null	RETSAT	retinol saturase (all-trans-retinol 13,14-reductase)	-0.45344287
LOC349408	null	LOC349408	-	-0.4534553
ZNF23	null	ZNF23	zinc finger protein 23 (KOX 16)	-0.45375684
BARHL1	null	BARHL1	BarH-like 1 (Drosophila)	-0.4539261
NDE1	null	NDE1	nudE nuclear distribution gene E homolog 1 (A. nidulans)	-0.45410267
CD7	null	CD7	CD7 molecule	-0.4541727
LOC149086	null	LOC149086	-	-0.45440432
HRG	null	HRG	histidine-rich glycoprotein	-0.45443076
BMP8B	null	BMP8B	bone morphogenetic protein 8b (osteogenic protein 2)	-0.4544639
HLA-DRB4	null	HLA-DRB4	major histocompatibility complex, class II, DR beta 4	-0.4545605
KIAA0146	null	KIAA0146	KIAA0146	-0.45463005
MGC19604	null	MGC19604	-	-0.45465547
COG7	null	COG7	component of oligomeric golgi complex 7	-0.45489344
HES1	null	HES1	hairy and enhancer of split 1, (Drosophila)	-0.45510378
FLJ13769	null	FLJ13769	-	-0.45510435
SFTPB	null	SFTPB	surfactant, pulmonary-associated protein B	-0.45516604
LOC338653	null	LOC338653	-	-0.45530125
C7ORF43	null	C7ORF43	chromosome 7 open reading frame 43	-0.45534325
ISX	null	ISX	intestine-specific homeobox	-0.45534515
TAZ	null	TAZ	tafazzin (cardiomyopathy, dilated 3A (X-linked); endocardial fibroelastosis 2; Barth syndrome)	-0.45546606
C6ORF78	null	C6ORF78	chromosome 6 open reading frame 78	-0.45548192
C9ORF148	null	C9ORF148	chromosome 9 open reading frame 148	-0.4554987
CIB4	null	CIB4	-	-0.45553672
PNOC	null	PNOC	prepronociceptin	-0.45557785
NANOS3	null	NANOS3	nanos homolog 3 (Drosophila)	-0.45559585
PPT2	null	PPT2	palmitoyl-protein thioesterase 2	-0.4556652
LOC253981	null	LOC253981	-	-0.45567968
IGHV7-81	null	IGHV7-81	immunoglobulin heavy variable 7-81	-0.4557944
C12ORF37	null	C12ORF37	chromosome 12 open reading frame 37	-0.45581082
OR2L2	null	OR2L2	olfactory receptor, family 2, subfamily L, member 2	-0.45589128
U2AF1	null	U2AF1	U2 small nuclear RNA auxiliary factor 1	-0.45598632
RS1	null	RS1	retinoschisis (X-linked, juvenile) 1	-0.45613423
SLC35A4	null	SLC35A4	solute carrier family 35, member A4	-0.45625764
POU3F2	null	POU3F2	POU domain, class 3, transcription factor 2	-0.4567259
LY6G6E	null	LY6G6E	lymphocyte antigen 6 complex, locus G6E	-0.4568266
AURKC	null	AURKC	aurora kinase C	-0.4568642
ABCD3	null	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	-0.45700783
HAP1	null	HAP1	huntingtin-associated protein 1 (neuroan 1)	-0.45703316
LSM14B	null	LSM14B	LSM14 homolog B (SCD6, S. cerevisiae)	-0.45709372
LAT	null	LAT	linker for activation of T cells	-0.45728952
STAU1	null	STAU1	staufen, RNA binding protein, homolog 1 (Drosophila)	-0.4574473
PRY	null	PRY	PTPN13-like, Y-linked	-0.4575416
APOH	null	APOH	apolipoprotein H (beta-2-glycoprotein I)	-0.45760363
AFM	null	AFM	afamin	-0.45779112
C19ORF53	null	C19ORF53	chromosome 19 open reading frame 53	-0.45787364
SERPINB10	null	SERPINB10	serpin peptidase inhibitor, clade B (ovalbumin), member 10	-0.45788142
MDH1B	null	MDH1B	malate dehydrogenase 1B, NAD (soluble)	-0.45793745
RGS18	null	RGS18	regulator of G-protein signalling 18	-0.45801678
SNORA28	null	SNORA28	small nucleolar RNA, H/ACA box 28	-0.45814914
PLB1	null	PLB1	phospholipase B1	-0.45831367
RAB3C	null	RAB3C	RAB3C, member RAS oncogene family	-0.4583702
MEFV	null	MEFV	Mediterranean fever	-0.45843086
FLJ34651	null	FLJ34651	-	-0.45844
MOS	null	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	-0.45844683
APOM	null	APOM	apolipoprotein M	-0.45847747
DNAJA3	null	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3	-0.45856178
UTF1	null	UTF1	undifferentiated embryonic cell transcription factor 1	-0.45856956
UNKL	null	UNKL	unkempt-like (Drosophila)	-0.4586447
LMBR1	null	LMBR1	limb region 1 homolog (mouse)	-0.4587094
C10ORF4	null	C10ORF4	chromosome 10 open reading frame 4	-0.45874092
KLF14	null	KLF14	Kruppel-like factor 14	-0.45875114
LOC284576	null	LOC284576	-	-0.45884833
C14ORF49	null	C14ORF49	chromosome 14 open reading frame 49	-0.4589445
MRPS5	null	MRPS5	mitochondrial ribosomal protein S5	-0.45903325
RNASE3	null	RNASE3	ribonuclease, RNase A family, 3 (eosinophil cationic protein)	-0.45916337
IGL@ /// IGLC1 /// I	null	null	null	-0.45932534
C17ORF82	null	C17ORF82	chromosome 17 open reading frame 82	-0.45940176
KIAA2013	null	KIAA2013	KIAA2013	-0.4594124
LOC664727	null	LOC664727	-	-0.45941588
MCL1	null	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)	-0.45967627
HDAC3	null	HDAC3	histone deacetylase 3	-0.45969096
LOC147650	null	LOC147650	-	-0.4597679
DDX41	null	DDX41	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41	-0.4597811
ROCK1	null	ROCK1	Rho-associated, coiled-coil containing protein kinase 1	-0.4597903
NXF3	null	NXF3	nuclear RNA export factor 3	-0.45980808
C21ORF117	null	C21ORF117	chromosome 21 open reading frame 117	-0.45981777
GJA10	null	GJA10	gap junction protein, alpha 10, 59kDa	-0.45986623
ZNF581	null	ZNF581	zinc finger protein 581	-0.46002877
MEPE	null	MEPE	matrix, extracellular phosphoglycoprotein with ASARM motif (bone)	-0.46013594
C20ORF74	null	C20ORF74	chromosome 20 open reading frame 74	-0.4601557
RGS11	null	RGS11	regulator of G-protein signalling 11	-0.46015757
LY6G6C	null	LY6G6C	lymphocyte antigen 6 complex, locus G6C	-0.46022847
GCSH /// LOC653763 /	null	null	null	-0.46027753
GUCY2C	null	GUCY2C	guanylate cyclase 2C (heat stable enterotoxin receptor)	-0.46038112
NDUFB1	null	NDUFB1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 1, 7kDa	-0.460411
LOC145678	null	LOC145678	-	-0.46058062
LHFPL3	null	LHFPL3	lipoma HMGIC fusion partner-like 3	-0.46065655
NAGLU	null	NAGLU	N-acetylglucosaminidase, alpha- (Sanfilippo disease IIIB)	-0.46091703
FFAR1	null	FFAR1	free fatty acid receptor 1	-0.4610439
GNRHR2	null	GNRHR2	gonadotropin-releasing hormone (type 2) receptor 2	-0.46120405
XRCC3	null	XRCC3	X-ray repair complementing defective repair in Chinese hamster cells 3	-0.46127644
FLJ11710	null	FLJ11710	-	-0.46130118
DHX30	null	DHX30	DEAH (Asp-Glu-Ala-His) box polypeptide 30	-0.4613154
PHACTR3	null	PHACTR3	phosphatase and actin regulator 3	-0.46144998
ANGPTL7	null	ANGPTL7	angiopoietin-like 7	-0.4615949
SLC6A7	null	SLC6A7	solute carrier family 6 (neurotransmitter transporter, L-proline), member 7	-0.46167916
ALG8	null	ALG8	asparagine-linked glycosylation 8 homolog (S. cerevisiae, alpha-1,3-glucosyltransferase)	-0.4617001
FLJ13310	null	FLJ13310	-	-0.46172816
C1QDC2	null	C1QDC2	C1q domain containing 2	-0.46180883
GRM2	null	GRM2	glutamate receptor, metabotropic 2	-0.46197844
AQP6	null	AQP6	aquaporin 6, kidney specific	-0.46202272
RUSC2	null	RUSC2	RUN and SH3 domain containing 2	-0.4620846
LIN7C	null	LIN7C	lin-7 homolog C (C. elegans)	-0.46209323
PURG	null	PURG	purine-rich element binding protein G	-0.46217608
NDUFA9	null	NDUFA9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa	-0.4621922
DAP3	null	DAP3	death associated protein 3	-0.46223077
FLT1	null	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	-0.46241638
MAGI3	null	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3	-0.46250567
TSPY1 /// TSPY2 ///	null	null	null	-0.462508
MAG	null	MAG	myelin associated glycoprotein	-0.4625734
TNXB	null	TNXB	tenascin XB	-0.46273136
ITGAM	null	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	-0.46321422
C6ORF190	null	C6ORF190	chromosome 6 open reading frame 190	-0.46323866
NOTCH2NL	null	NOTCH2NL	Notch homolog 2 (Drosophila) N-terminal like	-0.46324837
ZCCHC13	null	ZCCHC13	zinc finger, CCHC domain containing 13	-0.46348023
CRB2	null	CRB2	crumbs homolog 2 (Drosophila)	-0.4636664
CDK5RAP2	null	CDK5RAP2	CDK5 regulatory subunit associated protein 2	-0.4637158
RAP1B	null	RAP1B	RAP1B, member of RAS oncogene family	-0.46375546
AP4E1	null	AP4E1	adaptor-related protein complex 4, epsilon 1 subunit	-0.46386707
KRT71	null	KRT71	keratin 71	-0.4638903
PFN1	null	PFN1	profilin 1	-0.4639266
KRT85	null	KRT85	keratin 85	-0.46400064
NDUFA6	null	NDUFA6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 6, 14kDa	-0.46411
PDE4DIP /// LOC64254	null	null	null	-0.4642635
RPLP2	null	RPLP2	ribosomal protein, large, P2	-0.4644162
CIAS1	null	CIAS1	cold autoinflammatory syndrome 1	-0.46448857
HFM1	null	HFM1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	-0.4645065
LOC645850	null	null	null	-0.46469232
RPTN	null	RPTN	repetin	-0.46470308
C14ORF129	null	C14ORF129	chromosome 14 open reading frame 129	-0.46473023
ELA2A	null	ELA2A	-	-0.46473092
HERPUD1	null	HERPUD1	homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1	-0.46478203
ATP5B	null	ATP5B	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	-0.46479407
R3HDML	null	R3HDML	R3H domain containing-like	-0.46489006
PET112L	null	PET112L	PET112-like (yeast)	-0.46492797
SSTR3	null	SSTR3	somatostatin receptor 3	-0.46494213
LOC440268	null	LOC440268	-	-0.46497706
FAM22B	null	FAM22B	family with sequence similarity 22, member B	-0.46502444
NMD3	null	NMD3	NMD3 homolog (S. cerevisiae)	-0.4650603
XAGE3	null	XAGE3	X antigen family, member 3	-0.4652862
TM4SF4	null	TM4SF4	transmembrane 4 L six family member 4	-0.46544906
HTR7 /// HTR7P	null	null	null	-0.4655016
THAP5	null	THAP5	THAP domain containing 5	-0.46555504
OR2F1	null	OR2F1	olfactory receptor, family 2, subfamily F, member 1	-0.4657918
TPSD1	null	TPSD1	tryptase delta 1	-0.46595582
CYB5R1	null	CYB5R1	cytochrome b5 reductase 1	-0.4661516
TRAC	null	TRAC	T cell receptor alpha constant	-0.46621618
C10ORF49	null	C10ORF49	chromosome 10 open reading frame 49	-0.46624625
KRTAP13-1	null	KRTAP13-1	keratin associated protein 13-1	-0.46626592
